Name;Str.;Hnr.;PLZ;Ort;Landkreis;Ansprechpartner;Tel.;Fax;E-Mail;Webseite;Kategorie;Angebote;"HTML-Inhalt ""weitere Infos""";lat;lng
"Demenzfreundliche Bestattungen Nancy Miks";Hauptstraße;2;18236;Kröpelin;"LK Nordwestmecklenburg";"Nancy Miks";"0151 23649994";;info@bestattungen-miks.de;https://www.bestattungen-miks.de/;Trauerbegleitung;Trauerbegleitung;"<p>Wir sind in Mecklenburg-Vorpommern das einzige demenzfreundliche Bestattungshaus.</p> <p>Ein Sterbefall tritt ein und der Partner leidet an Demenz. Da fragen sich die meisten Menschen, wie geht man damit um. Wir helfen Ihnen bei dieser Aufgabe.</p>";54.0715698;11.7919936
"SV Medizin Stralsund e.V.";"Barther Straße ";70;18437;Stralsund;"LK Vorpommern Rügen";;"03831 – 4 44 77 77";;gs@sv-medizin-stralsund.de;https://sv-medizin-stralsund.de/;Therapie;Reha-Sport;"<p><strong>Rehasport &#8211; </strong><strong>offen für Menschen mit Demenz</strong></p> <p>Angebote siehe auch <a href=""https://reha-sportsuche.de/?lat=54.0901038&amp;lng=12.1058668&amp;z=12"">VBRS M-V</a></p>";54.3112888;13.0681088
"Sportclub Neubrandenburg e.V.";"2. Werderstraße";5;17033;Neubrandenburg;"LK Mecklenburgische Seenplatte";;"0395 5665664";;info@sc-neubrandenburg.de;https://www.sc-neubrandenburg.de/;Therapie;Reha-Sport;"<p><strong>Rehasport &#8211; </strong><br /> <strong>offen für Menschen mit Demenz</strong></p> <p>Bitte melden Sie sich vorher an.</p> <p>Angebote siehe auch <a href=""https://www.vbrs-mv.de/rehasport-suche"">VBRS M-V</a></p>";53.5557879;13.252404
"Senioren-Assistenz Jana Fahrun";Herderstraße;14;18055;Rostock;"KS Rostock";"Jana Fahrun";"0172 6422890";;jana.fahrun@t-online.de;;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden";"<ul> <li class=""aua_leistungsbezeichnung"">Familienentlastende und familienunterstützende Dienste</li> <li class=""aua_leistungsbezeichnung"">Alltagsbegleitung</li> <li class=""aua_leistungsbezeichnung"">Pflegebegleitung</li> </ul>";54.0815872;12.1315583
"Alltags- und Pflegebegleitung Birgit Lamprecht / Rostock";Schnickmannstr.;4;18055;Rostock;"KS Rostock";"Birgit Lamprecht";"0151 11095116";;birgit-lamprecht@web.de;;Trauerbegleitung;"Trauerbegleitung, Demenzberatung, Entlastung von Pflegenden";;54.0914378;12.1338473
"Seelenvogel Rostock";Hans-Sachs-Allee;21;18057;Rostock;"KS Rostock";"Kerstin Paprzik";"01573 6821793";;kontakt@trauernetz-rostock.de;https://www.trauernetz-rostock.de/unsere-projekte/seelenvogel-trauerspazierung/;Trauerbegleitung;Trauerbegleitung;"<p>Zu &#8222;Seelenvogel&#8220; gehören Anke, Kerstin und Tabea. Sie sind ausgebildete, ehrenamtlich tätige Trauerbegleiterinnen, die Gespräche allein und in Gruppen sowie Trauerspaziergänge anbieten.<br /> Termine und weitere Informationen dazu erhalten Sie über Kerstin Paprzik und auch auf der Website.<br /> Telefon:<br /> Anke     01573 4505420<br /> Kerstin  01573 6821793<br /> Tabea    01573 6710647</p>";54.0878771;12.0957074
"P.A. - Seniorenservice / Rostock";"Graf-Schwerin-Str. ";2a;18069;Rostock;"KS Rostock";"Patricia Armenat";"0162 2190593";;info@rostock-seniorenservice.de;;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Seniorenbegleiter";"<p>Die Dienste sind auf Ihren Bedarf und die individuelle Situation abstimmbar. Ziel ist es, so lange wie möglich ein angenehmes und eigenständiges Leben in Ihrer Wohnung zu ermöglichen.</p>";54.1010958;12.0778297
SonnenZeit;"Dr. Alexanderstr. ";78;19258;Boizenburg;"LK Ludwigslust-Parchim";;038847579321;;Post@Sonnenzeithaus.de;;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen, Urlaub, Einkaufsservice";"<p>Wir machen &#8222;alles außer Pflege&#8220; und bringen Zeit mit!</p> <p>Wir sind ein ambulanter Betreuungsdienst und legen Wert auf individuelle Hilfen und Angebote</p>";53.386026;10.7299643
"Alltagsbegleiterin Michaela Droese / Kachlin";Thurbruchstraße;28;17419;Kachlin;"LK Vorpommern Greifswald";"Michaela Droese";"01523 1703118";;michaela.droese1@gmx.de;;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung";;53.8964273;14.0761616
"Haushalts-und Alltagshilfe Regine Ewald / Franzburg";Schloßstraße;34;18461;Franzburg;;;"0151 20766280";;regine.neumuth@gmail.com;;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung im Alltag bei der Haushaltsführung";;54.1857478;12.8753335
"Alltagsbegleitung Silke Kidszun / Stralsund";"Kleine Parower Straße";36;18435;Stralsund;"LK Vorpommern Rügen";;"0171 6707260";;muschelschupser01@arcor.de;;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";;54.3284975;13.0755263
"H&RS GmbH Hausmeister und Reinigungsservice / Zinnowitz";"Neue Strandstraße";49;17454;Zinnowitz;"LK Vorpommern Greifswald";"Marcel Möller";"038377 - 36449 oder  0173 - 616 7910";;hrs-gmbh-zinnowitz@web.de;https://www.hausmeisterservice-zinnowitz.de/index.php?id=14#Entlastungsangebot;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";"<p>Gelegentliche Fahrdienste zum Arzt oder anderen Terminen</p>";54.0763184;13.9085746
"Gebäudeservice GbR Anklam";Baustraße;30;17389;Anklam;"LK Vorpommern Greifswald";;"03971 833066";;info@gebaeudeservice-gbr.de;;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";;53.8550882;13.6840156
"Alltagsbegleitung Jana Hegewald / Peenemünde";Hauptstraße;15;17449;Peenemünde;"LK Vorpommern Greifswald";"Jana Hegewald";"038371 169941 oder 0151 18795988";;j.hegewald07@gmail.com;https://www.facebook.com/pages/category/Not-a-Business/Alltagsbegleitung-Jana-Hegewald-101948801774250/;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung";;54.13631;13.77338
"Pflege und Betreuung mit Herz Marcus Wolk";"Chausseestraße ";56;17438;Wolgast;"LK Vorpommern Greifswald";;"0160 6224598 oder 03836 2371899";;pflege.betreuung@web.de;http://www.pflege-betreuung-mit-herz.de/;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Verhinderungspflege";;54.0511177;13.7654992
"BBS ""Begleitung Betreuung Soziales"" Grimmen";"Karl-Marx-Straße ";7;18465;Tribsees;"LK Vorpommern Rügen";;"038320 - 71 58 22";;info@bb-soziales.de;https://www.bb-soziales.de/;"Unterstützung im Alltag";"Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung";"<p>Aktiv in Grimmen, Tribsees, Franzburg, Richtenberg, Bad Sülze, Marlow und drumherum</p>";54.0940382;12.7589057
"Hausverwaltungsservice Fischer / Greifswald";Ziegelhof;11;17489;Greifswald;"LK Vorpommern Greifswald";"Helge Fischer";"03834 508944";;helgefischer@t-online.de;https://www.hausverwaltungsservice-fischer.de/;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";;54.0904563;13.3507792
"BlitzBlank Haushaltsservice Katja Blank / Neubrandenburg";"Am Widsoll";1;17036;Neubrandenburg;"LK Mecklenburgische Seenplatte";"Katja Blank";"0176 84765501";;info@blitzblank-nb.de;http://www.blitzblank-nb.de/index.html;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";;53.5552551;13.3278725
"Alltagsbegleitung Matti Bugs Neubrandenburg";"Carlshöher Str.";32;17036;Neubrandenburg;"LK Mecklenburgische Seenplatte";"Matti Bugs";015209028800;;m.bugs@web.de;;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";;53.54339;13.30222
"Alltagsbegleitung Sandra Nickel in Rödlin";"Am Kirchsee";18;17237;Rödlin;;"Sandra Nickel";"0170 2010465";;info@xn--krpergeist-ecb.de;;"Unterstützung im Alltag";"Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung";;53.3972393;13.2286996
"Auszeit Alltagsbegleitung Jeannine Mann Jaebetz";"Parkstrasse ";20;17209;"Fincken OT Jaebetz";"LK Mecklenburgische Seenplatte";"Jeannine Mann ";01747052559;;auszeit.alltagsbegleitung@gmail.com;https://www.seniorenbetreuung-mann.de;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung";;53.3188445;12.367016
"Alltagshilfe für Senioren und Privathaushalte in Jabel";Ringstraße;3a;17194;Jabel;;"Nicole Nowitzki";"0160 93252014";;nicolenowitzki30@gmail.com;;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";;53.5376955;12.5469399
"Gesine Knopf in Spoldershagen";Eschenweg;2;18314;Divitz-Spoldershagen;"LK Rostock";;01759038846;;knopf.gesine@t-online.de;;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung";;54.3142981;12.7077025
"Beledes GmbH in Gnoien";"Teterower Str. ";68;17179;Gnoien;"LK Rostock";"Michael Köhler";"0172 3891188";;info@beledes.de;;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung im Alltag bei der Haushaltsführung";;53.9674229;12.7018661
"Helfende Hand Kühlungsborn";Cubanzestraße;29;18225;Kühlungsborn;"LK Rostock";"Johannes Salomon";"038293 471640 oder 0157 57388900";;helfende-hand@mail.de;;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";"<p>auch Fahrdienst</p>";54.1456128;11.7621603
"Angelika Reike Heiligenhagen";"Wokrenter Weg";9;18239;Heiligenhagen;"LK Rostock";;"0162 1072245";;angelika.reike@gmx.de;;"Unterstützung im Alltag";"Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung";;53.9958932;11.9294111
"HLG Haushaltshilfe Rostock";"Heiligengeisthof ";25;18055;"Rostock ";"KS Rostock";"Malte Gerth / Tim Sklaschus";"0381 87397695";;info@hlg-haushaltshilfe.de;https://www.hlg-haushaltshilfe.de/;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";;54.0893599;12.1363411
"Betreuungsdienst ""Sonnenzeit"" Boizenburg";Bollenberg;4;19258;Boizenburg;"LK Ludwigslust-Parchim";"Elke Scharnweber";"038847 579321";;post@sonnenzeithaus.de;http://www.betreuungs-leistung.de/html/was_wir_bieten.html;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen";;53.3731696;10.7219718
"Immodienst Nordost UG / Ludwigslust";"Friedrich- Naumann - Allee ";26;19288;Ludwigslust;"LK Ludwigslust-Parchim";"Steffen Janka";"03874-3202001 oder 0174-2110028";;info@immodienst-nordost.de;;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung";"<p><strong>Immodienst Nordost UG</strong> ist ein junges Unternehmen, dass 2012 gegründet wurde. Seit 2020 ist das Unternehmen erfolgreich in der Pflege.</p> <p><span style=""font-size: 16.5pt; font-family: inherit; color: #333333;"">Über den Entlastungsbetrag werden Dienstleistungen angeboten, die im Haushalt eines zu Pflegenden anfallen. Eine Abrechnung erfolgt daher in vielen Fällen über die Pflegekasse oder auch über die Krankenkasse, wenn eine Haushaltshilfe temporär nötig ist.</span></p>";53.3275387;11.48943
"Haushalt PLUS Alexander Kletzin Schönberg";"Marienstraße ";38a;23923;Schönberg;"LK Nordwestmecklenburg";"Alexander Kletzin";"038828 - 23034 oder 0173 2422211";;info@haushalt.plus;https://www.haushalt.plus/;"Unterstützung im Alltag";"Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen";;53.8443359;10.9379251
"Alltagsbegleitung Anja Witt Ludwigslust";"Karstädter Weg";16;19288;Ludwigslust;"LK Ludwigslust-Parchim";"Anja Witt";"0172 8739329";;alltagsbegleitung-aw@web.de;https://alltagsbegleitung-ludwigslust.de/;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen";;53.3058261;11.4915754
"Seniorenbetreuung - Uwe Meyer, Groß Laasch";"Ludwigsluster Str.";52;19288;"Groß Laasch";"LK Ludwigslust-Parchim";"Uwe Meyer";"0173 3605537";;meyuwe7@gmail.com;;"Unterstützung im Alltag";"Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen";;53.3459028;11.5537254
"""Landfee Alltags- und Betreuungsservice"" Schönberg und Umgebung";Dorfweg;9;23923;Menzendorf;"LK Nordwestmecklenburg";"Stephanie Herrmann";"0176 55060319";;landfee-luebsee@online.de;;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen, Verhinderungspflege";;53.8351917;11.0271343
"Grit Hintz Gartentherapeutin in Plate";Ebereschenweg;13;19086;"Plate / Peckatel";"LK Ludwigslust-Parchim";"Grit Hintz";"01577 4060376 oder 03861 7712";;grit.hintz@gmx.de;https://www.gartenundgesundheit.de/;Gartentherapie;"Gartentherapie, Einzelbetreuung";"<p class=""font_8"">Gartentherapie ist eine unterstützende, ganzheitliche Heilmethode, die auf das körperliche, psychische und soziale Wohlbefinden zielt. Durch die große Bandbreite der Möglichkeiten, mit Pflanzen umzugehen, lassen sich ganz individuelle Therapieziele verfolgen.</p>";53.5560691;11.5166932
"Alltagsbegleiter Schwerin Betreuungsteam Böthfüer";" August-Bebel-Straße";"39 / 39a";19055;Schwerin;"KS Schwerin";;"0385 - 76 07 11 51";;info@alltagsbegleiter-schwerin.de;https://alltagsbegleiter-schwerin.de/;"Unterstützung im Alltag";"Entlastung von Pflegenden, Entlastung im Alltag durch individuelle Hilfen, Verhinderungspflege";;53.6357814;11.4142416
"IN VIA Rostock e.V.";"Warnowallee ";23/24;18107;Rostock;"KS Rostock";"Melina Meding";"0381 12762110";;meding@invia-rostock.de;https://invia-rostock.de/senioren/alltagshilfe-luetten-klein/;"Unterstützung im Alltag";"Entlastung im Alltag durch individuelle Hilfen, Seniorenbegleiter, Bürgerinitiative";"<p class=""featurette-heading""><strong>Älter werden in Lütten Klein</strong></p> <p>Rufen Sie einfach beim Klöntelefon 0381 / 127 62110 an oder kommen donnerstags zwischen 10 und 12 Uhr im Mehrgenerationenhaus in der Danziger Straße 45d vorbei.</p> <p>Wir hören Ihnen zu, wenn Sie Sorgen haben, beraten Sie und informieren Sie über Treffpunkte und Veranstaltungen. Wir haben Zeit für Gespräche, Spaziergänge und Begleitungen.</p> <p>&nbsp;</p>";54.1387831;12.04703
"Rostocker Alltagsengel GmbH";"Ahlbecker Straße";4;18107;Rostock;"KS Rostock";"Christina Barnekow";"01520 9548038 oder 0381 33750338";;info@rostocker-alltagsengel.de;http://rostocker-alltagsengel.de/;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen";"<p>Büro in Rostock: Mo-Do 10 &#8211; 14 Uhr</p>";54.142719;12.0485914
"Selbsthilfegruppe für pflegende Angehörige in Güstrow";"Platz der Freundschaft";14a;18273;Güstrow;"LK Rostock";"Andrea Bentzien";"03843 7761037";;kiss@diakonie-guestrow.de;https://www.diakonie-guestrow.de/aktuelles/gespraechskreis_demenz/;Selbsthilfe;Angehörigengruppe;"<p><strong>Gesprächskreis Demenz</strong></p> <p>Pflegende Angehörige von Demenzerkrankten leisten rund um die Uhr Pflege, was eine große persönliche Belastung darstellt. Zudem macht es hilflos und betroffen, zu erleben, wie die Persönlichkeit des geliebten Menschen mehr und mehr durch die Krankheit zerstört wird. Die Mitarbeiter der Kontakt und Informationsstelle für Selbsthilfe (KISS) der Diakonie Güstrow möchten einen Gesprächskreis für Angehörige von Demenzerkrankten in Güstrow ins Leben rufen. In den einmal monatlich geplanten Treffen haben Sie die Möglichkeit, sich im kleinen Kreis mit Gleichgesinnten über Ihre persönlichen Erfahrungen auszutauschen. Bei Bedarf beantworten Fachkräfte gern Fragen in der Gruppe. Bei Interesse an einer Teilnahme wenden Sie sich bitte an die KISS, Telefon: 03843 7761037, E Mail: kiss@diakonie-guestrow.de.</p> <p>Termine immer am letzten Mittwoch im Monat um 10:00 Uhr.</p>";53.7770388;12.176655
"Tagespflege Landhus Gülzow-Prüzen";"Boldebucker Weg";5;18276;Gülzow-Prüzen;"LK Rostock";;"03843 8590111";;p.krafft@tagespflege-landhus.de;https://www.facebook.com/LandhusKarow/;Pflege;"Tagespflege, Wohnen für Menschen mit Demenz";"<p><strong>Seniorenwohnpark &#8222;Landhus&#8220; mit Tagespflege</strong></p> <p>Montag bis Sonntag geöffnet</p>";53.8158635;12.0647672
"Heinrich & Heinrich Betreutes Wohnen ""Haus Vergissmeinnicht"" Greifswald";"Hans-Beimler-Straße ";75;17491;Greifswald;"LK Vorpommern Greifswald";;03834/894000;03834/8896601;info@heinrich-heinrich.de;http://www.heinrich-heinrich.de;Pflege;"Verhinderungspflege, Wohnen für Menschen mit Demenz, Angebote für Senioren";"<p>Gern bieten wir Besichtigungstermine nach vorheriger Absprache, in der werktäglichen Zeit von 7.30 Uhr bis 16.30 Uhr  an.</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>";54.080081;13.3978077
"Tagespflege ""Hofgarten"" Barbara Joseph GmbH";"Ulrich-von-Hutten-Straße ";31a;18069;Rostock;"KS Rostock";;"0381 8172583";;info@tagespflege-hofgarten.de;http://pflegedienst-joseph.de;Beratung;"Gedächtnistraining, Musiktherapie, Tagespflege";"<div class=""ce-bodytext""> <p>Die Tagespflege Hofgarten GmbH hat einen eigenen, großzügigen Bungalow, erbaut Mitte 2009, umgeben von Bäumen, Büschen und viel Rasen. Große rollstuhlgerechte Räumlichkeiten bieten bis zu 18 Tagesgästen alle Bequemlichkeiten mit großem Komfort: Ein großer Tagesraum mit mehreren Tischen, an dem alle Gäste Platz finden, um zu essen, sich zu unterhalten oder sich anderweitig zu beschäftigen. Es gibt einen Clubraum zum sich zurückziehen und doch nicht allein zu sein. Eine großzügige offene Küche – in den Tagesraum integriert – lädt ein zum Kochen und Backen. Die fertigen Leckereien werden dann gemeinsam verspeist.</p> <p>Ruheräume bieten in modernen Ruheliegesesseln allen Komfort zur notwendigen Erholung für Gäste, die es wünschen. Große Fenster lassen in alle Räume viel Licht. Eine große Terrasse lädt zum Verweilen im Garten ein. Eine lauschige Sitzgruppe unter Bäumen lässt auch den Aufenthalt bei viel Sonne draußen zu.</p> <p>Behindertengerechte Toiletten und Bäder sind selbstverständlich vorhanden, ebenso umlaufende Haltegriffe und modernes Licht.</p> <p>Lassen Sie sich überraschen. Wir bieten alle Leistungen der Behandlungspflege und der Pflegeversicherung – so, wie Sie es zu Hause gewohnt sind.</p> <p>Unsere Mitarbeiter sind alle qualifiziert – von der Hauswirtschaft über die Ergotherapie bis zur Pflege. Regelmäßig unternehmen wir mit unseren Gästen Spaziergänge in Reutershagen.</p> <p>Die Tagespflege Hofgarten ist von Montag bis Freitag von 08:00 bis 16:00 Uhr für Sie da.</p> </div>";54.0988228;12.0748901
"Kulturgeragogin Sabine Uhlig, Drefahl";Ringstraße;10;19372;Drehfahl;"LK Ludwigslust-Parchim";"Sabine Uhlig";"0151 40186372";;s.uhlig@eldeland.de;;Weiterbildung;"Weiterbildung, Demenz Partner - Schulungen";"<p><strong>Projekte: </strong></p> <ul> <li>Lokale Allianz für Menschen mit Demenz</li> <li>KunstPause vom Vergessen</li> <li>Referentin für die Fortbildung von Pflege- und Betreuungskräften</li> </ul>";53.2884347;11.8626929
"Wohngemeinschaft intensiv Neubrandenburg";Juri-Gagarin-Ring;33;17033;Neubrandenburg;"LK Mecklenburgische Seenplatte";;"0395 – 77 60 53 22";;info@hauskrankenpflege-nordlicht.de;https://www.hauskrankenpflege-nordlicht.de/ambulante-betreute-wohngemeinschaften/neubrandenburg.html;Wohnen;"Wohngemeinschaft für Menschen mit Demenz";;53.55508;13.29372
